0;0;0;0;land;false;unknown;0
1;176;217;211;land;false;plains;1
2;251;252;13;land;false;plains;1
3;199;171;224;land;false;plains;1
4;196;174;148;land;false;plains;1
5;228;209;247;land;false;plains;1
6;237;207;203;land;false;plains;1
7;155;241;115;land;false;plains;1
8;228;196;252;land;true;hills;1
9;246;143;228;land;true;plains;1
10;218;241;50;land;false;forest;1
11;237;151;212;land;false;plains;1
12;209;189;183;land;false;desert;1
13;244;174;96;land;false;desert;1
14;251;73;250;land;false;plains;1
15;208;117;226;land;false;desert;1
16;208;243;243;land;false;plains;1
17;175;217;199;land;false;plains;1
18;167;252;251;land;false;forest;1
19;198;236;113;land;false;plains;1
20;226;214;91;land;false;plains;1
21;227;135;218;land;false;mountain;1
22;167;248;94;land;true;plains;1
23;43;243;223;land;true;plains;1
24;249;127;221;land;false;plains;1
25;112;247;215;land;true;plains;1
26;246;108;150;land;false;plains;1
27;245;239;173;land;false;marsh;1
28;142;221;146;land;true;desert;1
29;230;195;199;land;false;forest;1
30;233;238;71;land;false;plains;1
31;245;103;176;land;true;jungle;1
32;244;235;26;land;true;desert;1
33;223;174;190;land;false;plains;1
34;212;149;148;land;false;marsh;1
35;175;229;253;land;false;plains;1
36;233;118;194;land;true;forest;1
37;122;250;201;land;true;plains;1
38;223;209;207;land;true;plains;1
39;182;249;216;land;false;plains;1
40;176;133;210;land;false;plains;1
41;127;246;206;land;true;plains;1
42;176;203;129;land;false;forest;1
43;145;212;183;land;false;plains;1
44;202;210;229;land;true;plains;1
45;200;190;184;land;true;plains;1
46;176;181;168;land;false;plains;1
47;177;248;170;land;false;plains;1
48;194;251;59;land;false;plains;1
49;232;247;54;land;false;plains;1
50;246;216;139;land;false;plains;1
51;220;131;166;land;false;forest;1
52;139;250;214;land;true;plains;1
53;230;78;211;land;false;plains;1
54;49;252;242;land;false;plains;1
55;161;211;227;land;true;plains;1
56;253;105;199;land;false;plains;1
57;245;245;38;land;false;plains;1
58;206;224;178;land;true;plains;1
59;127;210;186;land;false;desert;1
60;58;196;248;land;false;plains;1
61;230;226;210;land;true;mountain;1
62;173;228;127;land;false;plains;1
63;124;172;222;land;false;plains;1
64;88;179;241;land;false;plains;1
65;233;143;250;land;false;plains;1
66;178;242;122;land;false;plains;1
67;239;159;191;land;false;forest;1
68;203;188;244;land;false;desert;1
69;213;248;182;land;true;forest;1
70;210;71;249;land;true;plains;1
71;145;209;162;land;false;plains;1
72;247;72;222;land;false;plains;1
73;186;151;232;land;false;plains;1
74;144;189;251;land;false;plains;1
75;198;162;159;land;true;forest;1
76;225;69;232;land;false;plains;1
77;66;229;237;land;false;plains;1
78;242;161;160;land;true;forest;1
79;246;122;171;land;true;jungle;1
80;221;128;238;land;false;plains;1
81;169;184;156;land;true;plains;1
82;182;118;228;land;false;plains;1
83;179;233;171;land;false;plains;1
84;123;134;248;land;false;plains;1
85;235;200;123;land;false;plains;1
86;173;245;212;land;true;plains;1
87;201;201;133;land;false;plains;1
88;77;233;248;land;false;forest;1
89;252;224;228;land;false;hills;1
90;164;244;193;land;false;plains;1
91;216;194;207;land;false;plains;1
92;228;156;211;land;false;plains;1
93;96;230;187;land;false;plains;1
94;177;138;196;land;false;plains;1
95;253;193;137;land;true;marsh;1
96;217;211;227;land;false;mountain;1
97;135;237;251;land;true;desert;1
98;65;223;236;land;false;plains;1
99;247;143;182;land;false;plains;1
100;237;150;163;land;false;desert;1
101;212;141;212;land;false;plains;1
102;246;54;228;land;true;plains;1
103;236;253;12;land;false;plains;1
104;100;177;232;land;false;plains;1
105;211;223;203;land;true;plains;1
106;177;199;242;land;false;marsh;1
107;152;208;249;land;false;plains;1
108;239;247;227;land;false;plains;1
109;216;139;208;land;false;plains;1
110;248;82;198;land;false;plains;1
111;197;220;254;land;true;plains;1
112;209;216;170;land;true;plains;1
113;240;100;178;land;false;plains;1
114;235;146;236;land;false;mountain;1
115;246;166;138;land;false;plains;1
116;214;134;249;land;true;hills;1
117;206;251;254;land;false;plains;1
118;242;248;95;land;true;plains;1
119;155;175;227;land;false;plains;1
120;184;168;226;land;true;plains;1
121;136;203;220;land;false;plains;1
122;214;227;141;land;true;plains;1
123;244;237;198;land;true;plains;1
124;218;113;215;land;false;plains;1
125;226;86;192;land;true;mountain;1
126;234;191;130;land;true;plains;1
127;221;123;236;land;true;mountain;1
128;202;126;240;land;false;plains;1
129;126;214;198;land;false;plains;1
130;80;218;218;land;false;plains;1
131;115;212;221;land;false;plains;1
132;235;236;93;land;true;plains;1
133;199;128;228;land;true;mountain;1
134;249;134;171;land;false;plains;1
135;110;207;216;land;true;desert;1
136;137;165;247;land;false;plains;1
137;212;118;250;land;false;forest;1
138;172;223;250;land;false;plains;1
139;190;121;212;land;true;plains;1
140;131;135;246;land;true;forest;1
141;248;22;233;land;false;plains;1
142;251;239;151;land;false;plains;1
143;179;239;175;land;false;plains;1
144;187;99;216;land;false;mountain;1
145;145;216;170;land;false;plains;1
146;218;65;250;land;false;plains;1
147;166;232;193;land;true;plains;1
148;217;163;178;land;false;plains;1
149;46;241;242;land;false;plains;1
150;235;167;209;land;false;mountain;1
151;233;192;213;land;false;marsh;1
152;235;233;244;land;true;plains;1
153;184;155;172;land;true;desert;1
154;229;154;212;land;false;plains;1
155;172;206;242;land;false;plains;1
156;143;238;179;land;false;plains;1
157;213;112;249;land;false;plains;1
158;244;239;48;land;false;plains;1
159;249;173;136;land;true;plains;1
160;178;185;164;land;false;plains;1
161;172;176;207;land;false;plains;1
162;202;184;248;land;true;plains;1
163;251;151;225;land;false;plains;1
164;182;141;201;land;false;plains;1
165;155;221;240;land;false;plains;1
166;251;187;216;land;false;plains;1
167;133;188;228;land;true;plains;1
168;112;224;232;land;true;mountain;1
169;234;242;109;land;true;plains;1
170;176;210;217;land;false;plains;1
171;201;192;149;land;false;plains;1
172;248;167;204;land;false;plains;1
173;211;196;201;land;false;jungle;1
174;227;106;216;land;true;mountain;1
175;214;234;197;land;true;plains;1
176;152;178;238;land;false;plains;1
177;147;152;241;land;false;plains;1
178;247;235;213;land;false;plains;1
179;235;145;180;land;false;plains;1
180;94;251;173;land;true;plains;1
181;230;212;121;land;false;plains;1
182;122;219;247;land;true;plains;1
183;152;171;240;land;false;plains;1
184;199;93;232;land;false;plains;1
185;184;129;210;land;false;plains;1
186;244;238;236;land;false;plains;1
187;160;202;142;land;true;plains;1
188;136;156;224;land;true;mountain;1
189;226;169;149;land;true;forest;1
190;220;164;219;land;true;mountain;1
191;139;195;249;land;false;plains;1
192;160;234;189;land;false;forest;1
193;167;218;187;land;false;plains;1
194;216;254;206;land;true;plains;1
195;137;148;240;land;false;forest;1
196;195;202;106;land;false;plains;1
197;163;211;137;land;true;plains;1
198;151;149;241;land;true;desert;1
199;253;231;20;land;false;plains;1
200;240;104;213;land;false;plains;1
201;111;246;144;land;false;desert;1
202;200;201;233;land;false;forest;1
203;252;155;247;land;false;plains;1
204;246;208;232;land;false;plains;1
205;169;188;234;land;false;plains;1
206;155;163;221;land;false;forest;1
207;194;106;203;land;false;plains;1
208;115;163;238;land;true;plains;1
209;170;187;250;land;false;plains;1
210;9;242;253;land;false;plains;1
211;142;165;238;land;true;plains;1
212;136;221;223;land;true;plains;1
213;174;150;218;land;true;plains;1
214;205;215;245;land;true;marsh;1
215;248;218;173;land;false;plains;1
216;243;207;188;land;false;plains;1
217;209;244;188;land;false;desert;1
218;207;125;184;land;false;plains;1
219;134;171;241;land;false;desert;1
220;164;222;168;land;false;plains;1
221;93;215;228;land;false;plains;1
222;242;70;222;land;true;plains;1
223;218;221;182;land;true;plains;1
224;172;253;146;land;false;plains;1
225;178;143;184;land;false;plains;1
226;177;171;196;land;false;plains;1
227;176;165;252;land;false;plains;1
228;242;57;214;land;false;plains;1
229;146;218;247;land;false;plains;1
230;137;196;172;land;false;plains;1
231;248;195;242;land;true;plains;1
232;223;216;165;land;true;plains;1
233;155;237;145;land;false;forest;1
234;243;224;192;land;false;plains;1
235;247;246;183;land;true;plains;1
236;229;254;125;land;false;plains;1
237;116;236;199;land;true;plains;1
238;195;205;169;land;false;plains;1
239;152;199;239;land;false;plains;1
240;254;247;159;land;false;plains;1
241;240;250;26;land;false;plains;1
242;235;131;182;land;false;plains;1
243;140;194;187;land;true;forest;1
244;142;241;175;land;false;plains;1
245;189;238;187;land;false;forest;1
246;183;168;241;land;false;plains;1
247;250;119;184;land;false;hills;1
248;243;247;176;land;false;mountain;1
249;184;171;176;land;false;mountain;1
250;201;176;193;land;false;marsh;1
251;181;148;223;land;false;plains;1
252;250;214;161;land;false;forest;1
253;225;105;226;land;true;forest;1
254;229;79;202;land;false;forest;1
255;232;252;204;land;false;mountain;1
256;189;217;110;land;true;plains;1
257;221;192;246;land;true;plains;1
258;249;96;241;land;false;marsh;1
259;249;77;192;land;false;plains;1
260;253;92;178;land;false;forest;1
261;243;174;236;land;false;plains;1
262;237;245;101;land;true;plains;1
263;114;208;229;land;true;forest;1
264;148;242;131;land;false;plains;1
265;227;113;167;land;false;plains;1
266;187;179;181;land;true;forest;1
267;215;170;140;land;false;plains;1
268;243;115;224;land;false;plains;1
269;173;210;170;land;false;plains;1
270;153;215;232;land;false;forest;1
271;215;218;98;land;true;plains;1
272;82;251;238;land;false;plains;1
273;111;193;235;land;true;plains;1
274;117;252;168;land;false;plains;1
275;120;249;170;land;true;plains;1
276;214;244;168;land;false;plains;1
277;198;168;209;land;false;plains;1
278;99;220;199;land;false;plains;1
279;121;208;228;land;false;plains;1
280;179;226;144;land;false;plains;1
